;Kalimat;Sesuai;aspek_Budaya Green;aspek_Keselarasan Strategi;aspek_Metode;aspek_Pegawai;aspek_Tata Kelola;aspek_Teknologi Informasi;aspek_Transisi Energi;sentimen_negatif;sentimen_positif
3123;Saya memastikan adanya tempat sampah yang terpisah antara organik dan anorganik;;1;0;0;0;0;0;0;0;1
3124;Perlunya manajemen data yang baik untuk menunjang pelaksanaan strategi green.;;0;0;0;0;0;1;0;0;1
3125;Pemerintah memiliki program karbon netral di tahun 2060;;0;0;0;0;0;0;1;0;1
3126;PLN mengembangkan solar power plant.;;0;0;1;0;0;0;0;0;1
3127;PLN memberikan bantuan pelatihan pengembangan budi daya tanaman organik di sekitar instalasi PLN sebagai upaya rehabilitasi lingkungan;;1;0;0;0;0;0;0;0;1
3128;Biomassa hutan tanaman energi merupakan bahan campuran batu bara dalam cofiring;;0;0;0;0;0;0;1;0;1
3129;Saya diajak untuk membuang sampah pada tempatnya;;1;0;0;0;0;0;0;0;1
3130;Green breakthrough PLN adalah implementasi RJPP 2019-2024, launch green booster 3,5 GW, dan launch large scale renewable energy;;0;1;0;0;0;0;0;0;1
3131;Aku sering meminta materi-materi terkait EBT pada rekan yang bekerja di bidang tersebut;;1;0;0;0;0;0;0;0;1
3132;Pengetahuan tentang perilaku ramah lingkungan mudah diakses;;0;0;0;1;0;0;0;0;1
3133;Manager menyampaikan informasi tentang keberlanjutan sosial;;0;0;0;1;0;0;0;0;1
3134;Visi misi di organisasi sudah mengarah pada pengembangan energi terbarukan yang lebih ramah lingkungan;;1;0;0;0;0;0;0;0;1
3135;Bioenergi misalnya adalah biofuel (biodiesel dan bioetanol);1;0;0;0;0;0;0;1;0;1
3136;Terdapat rencana dedieselisasi yaitu mengubah atau mengkonversi Pembangkit Listrik Tenaga Diesel (PLTD);1;0;0;0;0;0;0;1;0;1
3137;Mengubah bahan bakar dengan biomass dilakukan untuk meminimalisasi investasi dalam menerapkan strategi green.;1;0;1;0;0;0;0;0;0;1
3138;Unit meminta kami untuk bertanggung jawab melakukan kegiatan keberlanjutan;;0;0;0;0;1;0;0;0;1
3139;Saya menghimbau anak buah untuk membiasakan diri menghitung carbon offset mereka setiap hari;;1;0;0;0;0;0;0;0;1
3140;Pemantauan terhadap operasi pembangkit EBT belum dilakukan oleh divisi.;1;0;0;0;0;1;0;0;1;0
3141;Ada arahan untuk pelaksanaan inovasi pengelolaan limbah;;1;0;0;0;0;0;0;0;1
3142;Jenis Sel Surya PLTS PV adalah Thin film;;0;0;0;0;0;0;1;0;1
3143;Dilibatkan dalam pengembangan strategi green hanya menambah beban saya.;1;0;1;0;0;0;0;0;1;0
3144;Perusahaan memiliki hak untuk menghasilkan emisi karbon dari proses Industrinya dalam batas tertentu;;0;0;0;0;0;0;1;0;1
3145;Salah satu upaya percepatan implementasi green dengan adanya koordinasi antar bidang/unit di PLN.;;0;0;1;0;0;0;0;0;1
3146;Harga listrik yang lebih murah merupakan strategi green PLN dari sisi distribusi dan pelayanan.;1;0;1;0;0;0;0;0;0;1
3147;Terdapat informasi dalam bentuk video terkait biomass;1;0;0;0;0;0;0;1;0;1
3148;Jenis PLTS thermal seperti PLTS Generator Uap langsung/Solar Thermal Direct Steam Generator (DSG);1;0;0;0;0;0;0;1;0;1
3149;Untuk menekan risiko global warming dibutuhkan transisi energi;1;0;0;0;0;0;0;1;0;1
3150;Atasan sering memberikan materi tentang pengelolaan berkelanjutan;;0;0;0;1;0;0;0;0;1
3151;Penyebab bumi menjadi panas adalah gas rumah kaca.;1;0;0;0;0;0;0;1;0;1
3152;Saya memilih menggunakan kain pembersih mikrofiber dibandingkan tissue karena dapat digunakan berulang;;1;0;0;0;0;0;0;0;1
3153;Saya dijelaskan terkait dampak-dampak pencemaran lingkungan;;1;0;0;0;0;0;0;0;1
3154;Webinar merupakan sarana untuk sosialisasi tentang perilaku ramah lingkungan;;0;0;0;1;0;0;0;0;1
3155;Saya diberi kesempatan untuk meningkatkan kemampuan melakukan pengelolaan berkelanjutan;;0;0;0;1;0;0;0;0;1
3156;Saya diperlihatkan dampak-dampak dari pencemaran lingkungan;;1;0;0;0;0;0;0;0;1
3157;Saya diminta untuk mempelajari soal PLTS Photovoltaik;;0;0;0;0;0;0;1;0;1
3158;Saya memperoleh pengetahuan terkait dampak pertambangan batu bara;;1;0;0;0;0;0;0;0;1
3159;Saya selalu dilibatkan dalam pengembangan energi terbarukan yang menjadi startegi PLN.;1;0;1;0;0;0;0;0;0;1
3160;Strategi green PLN belum mendorong pengembangan inovasi EBT secara optimal.;;0;1;0;0;0;0;0;1;0
3161;Saya memperoleh pengetahuan terkait rehabilitasi pasca penambangan batu bara;;1;0;0;0;0;0;0;0;1
3162;PLTMH menggunakan turbin untuk memutar dinamo listrik;;0;0;0;0;0;0;1;0;1
3163;Informasi mengenai hydroenergy sulit saya akses. ;;0;0;0;0;0;0;1;1;0
3164;Electrifying lifestyle merupakan upaya PLN mengajak masyarakat pindah menggunakan kompor induksi;;0;0;0;0;0;0;1;0;1
3165;Tidak semua pihak di PLN dilibatkan dalam pembangunan pembangkit EBT.;;0;0;0;0;1;0;0;1;0
3166;PLN tetap memperhatikan harmonisasi supply and demand.;;0;0;1;0;0;0;0;0;1
3167;Pengeboran di PLTP adalah untuk membuat lubang gas panas yang akan dimanfaatkan untuk memanaskan ketel uap (boiler) sehingga uapnya bisa menggerakkan turbin uap yang tersambung ke generator.;;0;0;0;0;0;0;1;0;1
3168;Manager memberi teladan tentang perilaku ramah lingkungan;;0;0;0;1;0;0;0;0;1
3169;Saya mendukung upaya kerjasama PLN dengan berbagai universitas dalam mengembangkan EBT.;;0;0;1;0;0;0;0;0;1
3170;Atasan meminta untuk ditanam bunga kembang sepatu di daerah lahan pembangkit PLTU untuk dapat menyerap debu dalam jumlah tinggi;;1;0;0;0;0;0;0;0;1
3171;Melakukan internalisasi dan awareness terkait Green dalam COC COC/Coffee Morning mingguan;;1;0;0;0;0;0;0;0;1
3172;Tidak semua unit menerapkan rencana yang mengacu pada standar green PLN.;;0;0;0;0;1;0;0;1;0
3173;Kegiatan pembangunan infrastruktur yang mendukung pembangkit green merupakan KPI Unit Induk.;1;0;0;0;0;1;0;0;0;1
3174;PLTGU merupakan pembangkit gas combined cycle yang dilengkapi sistem pembakaran dry now lox combuster;1;0;0;0;0;0;0;1;0;1
3175;Misi PLN adalah menjalankan kegiatan-kegiatan yang berwawasan lingkungan;;1;0;0;0;0;0;0;0;1
3176;Direksi mengajak karyawan untuk lebih mencintai lingkungan dengan menanam pohon;;1;0;0;0;0;0;0;0;1
3177;PLN melakukan konversi PLTD ke EBT diesel conversion.;;0;0;1;0;0;0;0;0;1
3178;Salah satu strategi PLN untuk mengurangi emisi karbon dari batu bara adalah teknologi CCUS;;0;0;0;0;0;0;1;0;1
3179;Jika menghasilkan karbon lebih dari yang dipersyaratkan perusahaan harus membeli kredit karbon;;0;0;0;0;0;0;1;0;1
3180;Saya sering mengajak tetangga saya sharing soal energi bersih;;1;0;0;0;0;0;0;0;1
3181;PLN melaksanakan kebijakan umum perusahaan bidang lingkungan hidup;;1;0;0;0;0;0;0;0;1
3182;Untuk Kalimantan, kapasitas terpasang pembangkit EBT mencapai 1,7 GW;;0;0;0;0;0;0;1;0;1
3183;Salah satu implementasi strategi green adalah dengan melibatkan pegawai dalam memasarkan produk-produk beyond kWh.;1;0;1;0;0;0;0;0;0;1
3184;Penjualan Renewable Energy Certificate (REC) mendukung strategi green PLN.;1;0;1;0;0;0;0;0;0;1
3185;Ada kegiatan weekly meeting untuk mengecek kegiatan transformasi dari Green;;1;0;0;0;0;0;0;0;1
3186;Saya sudah cukup puas dengan sistem informasi di PLN terkait transformasi green.;;0;0;0;0;0;1;0;0;1
3187;Saya selalu mencari update-update terkini mengenai EBT dan Transformasi Green PLN;;1;0;0;0;0;0;0;0;1
3188;Saya mengajak rekan/bawahan untuk menggunakan kompor listrik;;1;0;0;0;0;0;0;0;1
3189;PLN menargetkan pengembangan energi baru terbarukan sebesar 51,6% dalam RUPTL PLN 2021-2030.;1;0;0;0;0;0;0;1;0;1
3190;Tugas saya adalah menjalankan aktivitas bisnis PLN yang berkelanjutan.;1;0;0;0;0;1;0;0;0;1
3191;Atasan memberikan pemahaman tentang isu lingkungan dengan sosialisasi;;0;0;0;1;0;0;0;0;1
3192;Zero emission pada tahun 2060 adalah tujuan transformasi PLN jangka panjang.;1;0;1;0;0;0;0;0;0;1
3193;Pembangunan PLTS merupakan bagian dari strategi Green ;;0;1;0;0;0;0;0;0;1
3194;Terdapat rencana mempensiunkan PLTD sebelum tahun 2030 dan menggantinya menjadi pembangkit EBT ;;0;1;0;0;0;0;0;0;1
3195;Saya suka PLN peduli pada pengembangan energi terbarukan.;1;0;1;0;0;0;0;0;0;1
3196;Saya memperoleh seminar terkait wind energy;1;0;0;0;0;0;0;1;0;1
3197;Internalisasi pengetahuan tentang green diberikan melalui media brosur;;0;0;0;1;0;0;0;0;1
3198;Seluruh divisi mendukung upaya PLN dalam mengembangkan renewable energy;;0;1;0;0;0;0;0;0;1
3199;PLN berkomitmen untuk meningkatkan penggunaan energi yang ramah lingkungan.;;0;0;1;0;0;0;0;0;1
3200;Terdapat program Hybridisasi PLTD yang di kombine dengan PLTS sebagai salah satu implementasi program Green Booster PLN;;0;0;0;0;0;0;1;0;1
3201;Saya selalu mendapat update informasi tentang apa yang terjadi pada lingkungan saat ini;;0;0;0;1;0;0;0;0;1
3202;Baterai yang digunakan dalam PLTS adalah baterai Lithium;1;0;0;0;0;0;0;1;0;1
3203;Pembangkit Listrik Tenaga Gas dan Uap (PLTGU) adalah gabungan antara PLTG dengan PLTU;;0;0;0;0;0;0;1;0;1
3204;Program implementasi co-firing biomassa pada pembangkit listrik tenaga uap (PLTU);;0;0;0;0;0;0;1;0;1
3205;Kajian strategi green PLN dilakukan oleh pusat.;1;0;0;0;0;1;0;0;0;1
3206;Misi PLN untuk menjadi pemimpin transisi energi di Indonesia didukung oleh seluruh divisi.;;0;1;0;0;0;0;0;0;1
3207;Menurut saya, energi bersih semakin diperlukan dimasa depan.;;0;0;1;0;0;0;0;0;1
3208;Produk-produk PLN sudah banyak yang mengajak masyarakat untuk menggunakan Green energy;;1;0;0;0;0;0;0;0;1
3209;Saya memperoleh webbinar terkait carbon capture storage;1;0;0;0;0;0;0;1;0;1
3210;Saya mendapatkan pelatihan terkait transisi energi secara umum;1;0;0;0;0;0;0;1;0;1
3211;Green booster terdiri dari co-firing biomassa, program konversi pembangkit listrik tenaga diesel (PLTD), dan pemanfaatan waduk multiguna;;0;1;0;0;0;0;0;0;1
3212;RUPTL yang dibuat PLN mendorong masifnya pembangunan EBT;;0;1;0;0;0;0;0;0;1
3213;PLN melakukan rehabilitasi tanaman kopi.;;0;0;1;0;0;0;0;0;1
3214;Pembangunan infrastruktur yang mendukung pembangkit green merupakan KPI Unit Induk.;1;0;0;0;0;1;0;0;0;1
3215;PLTMH memanfaatkan aliran air yang ada di sekitarnya untuk menghasilkan energi mekanik;;0;0;0;0;0;0;1;0;1
3216;Saya berani menyampaikan pendapat saya tentang strategi green;;0;0;0;1;0;0;0;0;1
3217;Saya sudah memperoleh pelatihan tentang wind energy. ;1;0;0;0;0;0;0;1;0;1
3218;Saya belum konsisten menerapkan manajemen lingkungan yang merupakan strategi PLN.;1;0;1;0;0;0;0;0;1;0
3219;PLN mendukung pegawainya untuk studi lanjut sampai PHD dengan mempersyaratkan topik penelitiannya mengenai green.;;0;0;1;0;0;0;0;0;1
3220;Dampak strategi green yang dilakukan PLN diketahui oleh setiap divisi.;1;0;1;0;0;0;0;0;0;1
3221;Salah satu implementasi strategi green PLN adalah mengelola pendanaan perubahan iklim di lingkup perusahaan.;1;0;0;0;0;1;0;0;0;1
3222;Saya banyak mendapatkan materi terkait dengan EBT dari atasan saya untuk dipelajari;;0;0;0;0;0;0;1;0;1
3223;Kepala unit memberikan sosialisasi tentang green ;;0;0;0;1;0;0;0;0;1
3224;Saya berperan sebagai ranger yang memberikan sosialisasi dan materi-materi terkait dengan EBT dan Green;;1;0;0;0;0;0;0;0;1
3225;Saya diperlihatkan dampak-dampak dari pengelolaan batu bara;;1;0;0;0;0;0;0;0;1
3226;Menurut saya, PLN perlu melakukan transformasi green secara bertahap karena anggarannya besar.;;0;0;1;0;0;0;0;0;1
3227;Menurut saya, menerapkan strategi green merupakan kewajiban bagi PLN;1;0;1;0;0;0;0;0;0;1
3228;Aplikasi berbasis IT untuk monitoring green mudah dipahami.;;0;0;0;0;0;1;0;0;1
3229;Semua karyawan PLN memahami bahwa tujuan strategi green perusahaan adalah tercapainya net zero emission pada tahun 2060.;1;0;1;0;0;0;0;0;0;1
3230;PLN berupaya meminimallisasi risiko dari pengembangan pembangkit green untuk memperoleh hasil yang maksimal;1;0;1;0;0;0;0;0;0;1
3231;Saya belum tahu pasti mengenai target pencapaian EBT yang tercantum dalam RUPTL.;1;0;0;0;0;1;0;0;1;0
3232;Salah satu Green Booster PLN adalah pembangunan berskala besar pembangkit EBT;;0;0;0;0;0;0;1;0;1
3233;Panas bumi merupakan salah satu energi bersih yang dapat dimanfaatkan sebagai listrik;;0;0;0;0;0;0;1;0;1
3234;Saya membuat kajian proses pelaksanaan kegiatan pembangkit yang sama sekali tidak merusak lingkungan;;1;0;0;0;0;0;0;0;1
3235;Saya menggunakan gelas pribadi di kantor;;1;0;0;0;0;0;0;0;1
3236;Kalau pake sistem Hybrid perlu keahlian dan pola operasi yang lebih kompleks;1;0;0;0;0;0;0;1;0;1
3237;Saya melakukan riset-riset terkait dengan teknologi EBT yang terbaru;;1;0;0;0;0;0;0;0;1
3238;Dari sisi pemerintah, regulator bahwa Indonesia harus terlibat di dalam Transisi Energi untuk menekan emisi gas rumah kaca;;0;0;0;0;0;0;1;0;1
3239;Aplikasi-aplikasi berbasis teknologi masih perlu dikembangkan untuk mempercepat implementasi green.;;0;0;0;0;0;1;0;0;1
3240;Road map mengenai pengembangan EBT masih berubah-ubah.;;0;0;1;0;0;0;0;1;0
3241;Jenis PLTS thermal seperti PLTS Tower Pusat penerima volume udara panas/Central Tower Volumetric Air Receiver;1;0;0;0;0;0;0;1;0;1
3242;Benefit yang dihasilkan dari program co-firing pada PLTU batubara adalah reduksi emisi serta penghematan BPP;;0;0;0;0;0;0;1;0;1
3243;Ilmu strategi green bisa saya akses dengan mudah;;0;0;0;1;0;0;0;0;1
3244;Saya sharing mengenai ide-ide saya terkait EBT yang dapat diimplementasikan di PLN;;1;0;0;0;0;0;0;0;1
3245;Saya belum mengetahui pilot project PLN yang terkait dengan perdagangan karbon.;1;0;0;0;0;1;0;0;1;0
3246;Terdapat informasi dalam bentuk video terkait carbon capture storage;1;0;0;0;0;0;0;1;0;1
3247;Karbon dioksida dapat menyebabkan efek rumah kaca yang mengakibatkan pemanasan global;;0;0;0;0;0;0;1;0;1
3248;Saya mendapatkan pelatihan terkait ocean thermal energy;1;0;0;0;0;0;0;1;0;1
3249;PLTS dengan teknologi photovoltaic menggunakan sinar surya yang terserap perangkat panel surya untuk diubah secara langsung  menjadi energi listrik.;1;0;0;0;0;0;0;1;0;1
3250;Manager memberitahukan bagaimana melakukan pengelolaan keberlanjutan;;0;0;0;1;0;0;0;0;1
3251;PLN menyusun KPI terkait green untuk masing-masing unit induk.;1;0;0;0;0;1;0;0;0;1
3252;Saya mengarahkan kerja sama dengan Perusahaan yang dapat memanfaatkan limbah FABA;;1;0;0;0;0;0;0;0;1
3253;Tidak seluruh divisi dilibatkan dalam pengembangan EBT yang menjadi strategi PLN.;;0;1;0;0;0;0;0;1;0
3254;Data-data di unit pembangkit masuk ke sisi cloud, jadi bisa diakses oleh unit induk atau pusat.;;0;0;0;0;0;1;0;0;1
3255;Aku sering memberi opini tentang keberlanjutan sosial dalam strategi green;;0;0;0;1;0;0;0;0;1
3256;Kajian strategi green PLN belum dilakukan oleh masing-masing divisi.;;0;0;0;0;1;0;0;1;0
3257;Saya banyak share soal isu-isu lingkungan akibat PLTU dan limbah batu bara;;1;0;0;0;0;0;0;0;1
3258;Informasi tentang transisi energi secara umum gampang dicari.  ;1;0;0;0;0;0;0;1;0;1
3259;Penerapan strategi green di PLN memiliki risiko biaya yang sangat tinggi.;1;0;1;0;0;0;0;0;1;0
3260;Atasan mengarahkan untuk pemasangan smart power strip di kantor yang dapat dimatikan via aplikasi;;1;0;0;0;0;0;0;0;1
3261;Baterai adalah suatu perangkat kimia yang digunakan untuk menyimpan tenaga listrik dari tenaga surya;;0;0;0;0;0;0;1;0;1
3262;Tidak semua divisi mendukung upaya PLN dalam mengembangkan renewable energy;;0;1;0;0;0;0;0;1;0
3263;PLTS menopang energi listrik di siang hari pada Hybrid PLTD dan PLTS;;0;0;0;0;0;0;1;0;1
3264;Saya merasa analisa suatu proyek green itu rumit.;;0;0;1;0;0;0;0;1;0
3265;Saya memasang pagar hijau/pagar hidup di dekat jalan ditanam salah satu atau dua dari jenis-jenis perdu karena dapat menyerap debu dalam jumlah yang tinggi;;1;0;0;0;0;0;0;0;1
3266;Fasilitas IT saat ini belum sepenuhnya mendukung strategi green.;;0;0;0;0;0;1;0;1;0
3267;PLN turut terlibat dalam carbon finance sebagai implementasi strategi green.;1;0;0;0;0;1;0;0;0;1
3268;Implementasi strategi green yang efektif harus melibatkan karyawan dalam mengembangkan produk-produk green.;1;0;1;0;0;0;0;0;0;1
3269;Salah satu tujuan green business adalah untuk memuaskan tuntutan stakeholder.;;0;0;1;0;0;0;0;0;1
3270;Atasan menyampaikan keterkaitan antara keberlanjutan ekonomi, sosial, dan lingkungan;;0;0;0;1;0;0;0;0;1
3271;Perusahaan mendorong pemanfaatan teknologi informasi dalam membantu pelaksanaan strategi green.;;0;0;0;0;0;1;0;0;1
3272;PLN sudah memiliki tahapan-tahapan yang jelas untuk mencapai target green.;;0;0;1;0;0;0;0;0;1
3273;Saya perlu mengasah kemampuan saya untuk memahami konsep keberlanjutan ekonomi;;0;0;0;1;0;0;0;0;1
3274;Kami menghitung CO2 keseluruhan yang digunakan PLN.;;0;0;1;0;0;0;0;0;1
3275;Saya dilibatkan dalam menyusun perencanaan pengadaan Independent Power Producer EBT.;1;0;0;0;0;1;0;0;0;1
3276;Ada yang disebut sebagai co-firing dimana bahan batu bara dicampur dengan biomassa;;0;0;0;0;0;0;1;0;1
3277;Saya menyusun feasibility study rencana pembangunan pembangkit listrik ramah lingkungan sesuai kebutuhan perusahaan.;1;0;0;0;0;1;0;0;0;1
3278;Saya memperlihatkan dampak-dampak dari pencemaran lingkungan;;1;0;0;0;0;0;0;0;1
3279;PLTS Terapung memanfaatkan bendungan-bendungan yang sudah ada untuk membangkitkan listrik;1;0;0;0;0;0;0;1;0;1
3280;Partisipasi PLN dalam program EBT tidak hanya didorong oleh Peraturan Pemerintah mengenai transisi energi terbarukan.;;0;1;0;0;0;0;0;1;0
3281;SPKLU ditambah terus oleh PLN untuk mempercepat penurunan emisi di Indonesia;;0;0;0;0;0;0;1;0;1
3282;Strategi green PLN belum menjadi acuan penyusunan rencana di tiap unit.;;0;1;0;0;0;0;0;1;0
3283;PLN melibatkan seluruh divisi untuk menyusun program ramah lingkungan di perusahaan.;1;0;1;0;0;0;0;0;0;1
3284;Saya tahu banyak cara yang dapat dilakukan untuk mengimplementasikan strategi green;;0;0;1;0;0;0;0;0;1
3285;Saya tahu langkah kerja dalam mencapai strategi green.;;0;0;1;0;0;0;0;0;1
3286;Saya tahu bahwa saat ini ada teknologi baterai PLTS yang baru bernama Vanadium Redox Flow Battery;;0;0;0;0;0;0;1;0;1
3287;PLN menindaklanjuti arahan Menteri BUMN untuk mensub-holding pembangkit sebagai strategi investasi green.;1;0;1;0;0;0;0;0;0;1
3288;Perusahaan kita belum siap untuk transisi energi, kita tidak punya dananya;;0;0;0;0;0;0;1;1;0
3289;Saya mengajak rekan/bawahan untuk mengurangi penggunaan tissue dan beralih ke penggunaan lap kain;;1;0;0;0;0;0;0;0;1
3290;Saya ragu dengan langkah kerja yang ditetapkan bidang saya untuk pencapaian green.;;0;0;1;0;0;0;0;1;0
3291;Saya memastikan penyediaan area untuk penyimpanan material sisa konstruksi ;;1;0;0;0;0;0;0;0;1
3292;Perusahaan menyebarkan informasi tentang isu lingkungan dengan mengadakan webinar;;0;0;0;1;0;0;0;0;1
3293;Implementasi strategi green PLN mendapat dukungan dari seluruh divisi.;;0;1;0;0;0;0;0;0;1
3294;PLTMH punya tiga komponen yaitu air, turbin, sama generator;;0;0;0;0;0;0;1;0;1
3295;Pengembangan beyond kWh tidak selalu berkaitan dengan strategi green PLN.;;0;1;0;0;0;0;0;1;0
3296;Bioenergi misalnya adalah biogas;1;0;0;0;0;0;0;1;0;1
3297;Saat ini sedang dikembangkan aplikasi data link untuk setiap unit dapat memasukan data terkait emisi karbon.;;0;0;0;0;0;1;0;0;1
3298;Perencanaan pengeboran untuk mendapatkan uap panas harus dilakukan dengan matang karena costnya besar.;;0;0;1;0;0;0;0;0;1
3299;Goals perusahaan terkait green adalah tercapainya 23% EBT di tahun 2025.;1;0;1;0;0;0;0;0;0;1
3300;Saya mengajukan gagasan terkait green dalam menyusun perencanaan unit yang sesuai dengan strategi green PLN.;1;0;1;0;0;0;0;0;0;1
3301;PLN berencana melakukan konversi energi diesel ke EBT;1;0;0;0;0;0;0;1;0;1
3302;Solar Photovoltaic adalah teknologi yang mengonversi sinar radiasi matahari menjadi energi listrik.;1;0;0;0;0;0;0;1;0;1
3303;Saya tahu bahwa di tahun 2025 PLN harus mencapai 23% EBT untuk transformasi green.;1;0;1;0;0;0;0;0;0;1
3304;Saya tahu bahwa produk carbon credit PLN sudah tersertifikasi secara global.;1;0;1;0;0;0;0;0;0;1
3305;Digitar power plan terbantu dengan data yang didapatkan dari digitalisasi;;0;0;0;0;0;1;0;0;1
3306;PLTS memiliki keunggulan sebagai pembangkit ramah lingkungan yang memanfaatkan tenaga surya. ;1;0;0;0;0;0;0;1;0;1
3307;Untuk layanan REC dan tambah daya aku tahu ada program green lifestyle. ;1;0;0;0;0;0;0;1;0;1
3308;PLN banyak melakukan hibridisasi di pulau-pulau terluar.;;0;0;1;0;0;0;0;0;1
3309;Saya mendorong PLN mengembangkan renewable energy;1;0;1;0;0;0;0;0;0;1
3310;Saya merasa manajemen data mengenai green sudah baik.;;0;0;0;0;0;1;0;0;1
3311;PLTS merupakan pembangkit yang masih intermittent atau berubah-ubah;;0;0;0;0;0;0;1;0;1
3312;Saya tidak bertanggung jawab terhadap pengendalian anggaran EBT.;1;0;0;0;0;1;0;0;1;0
3313;Dengan adanya Co-firing itu berarti PLTU eksisting disuntik biomassa;;0;0;0;0;0;0;1;0;1
3314;Perusahaan mengadakan webinar untuk meningkatkan pengetahuan tentang strategi green;;0;0;0;1;0;0;0;0;1
3315;Saya mengajak rekan/bawahan untuk menggunakan goody bag khusus saat berbelanja;;1;0;0;0;0;0;0;0;1
3316;Implementasi green dapat dicapai melalui banyak strategi ;;0;0;1;0;0;0;0;0;1
3317;Tapi kalau udah jalan, PLTP bayarnya bisa lebih murah dari pembangkit listrik yang lain;;0;0;0;0;0;0;1;0;1
3318;PLTS kolektor/pengumpul energi termal/Solar Thermal Collector Development termasuk ke dalam jenis PLTS termal.;1;0;0;0;0;0;0;1;0;1
